Word	Frequency
-->??	1
-->???	1
-->b1	2
-->b2	2
-->b4	3
-->g1	4
-->n5?	3
-->r3	2
-->r4	2
-->w2	4
-->y2	1
--y4	2
-.-	76
-1	46
-1+0+0+2	1
-1+1+8+3	1
-1+1-1+1	1
-1+?+4-1	1
-1/b	7
-1/g	4
-12	1
-13p	1
-15s	1
-1?	1
-1p	3
-1}+-4	1
-2	25
-2+5+4-1	1
-2+?+{4	1
-2-1+{1	1
-2/b	3
-2/g	6
-2/p	4
-2/r	5
-2/y	3
-25	1
-25;	1
-2p	2
-2y	1
-3	19
-3+4+3+2	1
-3+6+4-4	1
-3/p	1
-3/y	5
-345	1
-3;	2
-3>	1
-3?	1
-3p	1
-4	6
-4+3+0-3?	1
-4/r	1
-4/x	4
-4b	1
-5	12
-5/g	2
-53	2
->	2192
->)	2
->>>	1
->?	27
->]	3
->b1	2
->b:	1
->confirms	1
->r5	1
-_-	25
"-_-"""""	1
-___-	1
-_____-	1
-afety	1
-b	22
-bcme	1
-br	1
-f	1
-g	25
-g(/1)	3
-info	1
-ish?	1
-m	1
-p	15
-p/2	2
-p1	1
-r	6
-r)	1
-r2	1
-ry	1
-ve	3
-y	17
-yp	1
.	105
..	97
...	322
....	30
.....	16
......	10
.......	8
........	11
.........	3
..........	2
...........	3
............	1
.............	1
..............	2
...............	1
................	3
..................	2
...................	1
.....................	4
......................	1
.........................	1
....................................	1
.......................................	1
.................................................	1
..............................................................	1
...........f????	1
.........f?	1
.......cm?	1
......>	1
......?	1
.....>	1
....?	1
....??	1
....b1?	1
....cm?	1
....g4?	1
....missed?	1
....no	1
....oh	2
....y1?	1
...>	1
...?	10
...???	1
...[cm]?	2
...[g2]?	1
...and	1
...even	1
...except	1
...f?	2
...is	1
...maybe	1
...not	1
...p5?	1
...r2?	1
...something	1
...w1?	1
...y..y-.yeah?	1
...y1?	1
...y2?	1
..?	2
.88	1
.>	1
._.	3
.but	1
.cm	1
.r1	1
.sorry	1
//	128
///	18
////	5
/////	2
/4	1
/5	1
/b4	1
/impostor	1
/o/	9
/o\\	5
/r?	1
/rip	1
/s	1
/shrug	20
/stomp	1
/º\\	1
0	208
0%	30
0+0+1	2
0+0+2	1
0+1+3	5
0+1+3?	1
0+1+4?	1
0+1+5	1
0+2+1	1
0+2+3	2
0+2+4	1
0+2+4?	1
0+3+1	1
0+3+1?	1
0+3+3-1	1
0+3+7	1
0+4+1	2
0+5+1	2
0+5+3+4	1
0+6+3?	1
0+7+3	1
0+8+2	1
0+{1	1
0-for-1	2
0-for-1?	1
0.1	1
0.13	1
0.20	3
0.22	1
0.25	1
0.29	2
0.30	1
0.38	1
0.40	1
0.43	1
0.5	3
0.50	1
0.67	1
0.7%	1
0.75	1
0.83...	1
0.86	1
0.93	1
01	9
0145	1
015	25
03	1
05	5
0;	2
0=2+2-3-1	2
0=2+8+1+1	1
0=4+2+3+4	1
0=8-1+1+4	1
0g	1
0y	2
0}	2
0}+1+{0	1
0}+2	1
0}+3	1
0}+{4	1
1	7873
1!g1	1
1!s	1
1'd	1
1's	29
1's)	1
1's?	4
1(3)-1+1-1?	1
1)	17
1+	1
1+0+0	4
1+0+1	2
1+0+2	2
1+0+3	2
1+0+4	4
1+0+5	1
1+0+7	2
1+0+8	2
1+1+0	1
1+1+1	5
1+1+2	1
1+1+3	3
1+1+3+3	1
1+1+4	2
1+1+4?	2
1+1+5	1
1+1+6?	1
1+11+0	1
1+2	1
1+2+1	5
1+2+2	4
1+2+2+1	1
1+2+2+7	1
1+2+3?	1
1+2+5	2
1+2+5?	1
1+2+6	1
1+2+7	1
1+2-3+3	1
1+2??	1
1+3+0	1
1+3+1	2
1+3+2	1
1+3+3	1
1+3+4	1
1+3+5	4
1+3-1+2	1
1+4+0	1
1+4+1	3
1+4+2	1
1+4+3	3
1+4+4	1
1+4+5	1
1+4+6	1
1+4+?	1
1+5+0	1
1+5+1	1
1+5+10+5	1
1+5+3	1
1+5+5	1
1+6+1	1
1+6+1+4	1
1+7+8	1
1+8+1	2
1+8+2	1
1+8+4	3
1+?+{2	1
1+cm	1
1+{-3	1
1----	1
1-->	1
1-2	3
1-2+8+1	1
1-away	15
1-away-from-playable	1
1-away?	2
1-clarification	1
1-for-1	29
1-for-1?	1
1-for-1s	5
1-for-1s?	1
1-for-5	1
1-in-4	1
1-off	1
1-save	1
1...)	1
1.0	1
1.09...	1
1.1	2
1.13	1
1.15	2
1.19	1
1.25	2
1.2?	1
1.5	2
1.60	1
1.79	1
1.8	1
1.80?	1
1/12	1
1/14	1
1/2	17
1/2/4	1
1/2/5	1
1/2?	3
1/3	13
1/3/4b	1
1/3/4k	1
1/30ish	1
1/3?	3
1/4	10
1/445	1
1/5	12
1/5/s	4
1/5?	1
1/5p	1
1/7	1
1/8	1
1/b	1
1/g	1
1/g2	1
1/g4	1
1/m2	2
1/n2	1
1/o2	2
1/p3	1
1/r	2
1/r2	3
1/s	1
1/s?	2
1/y2	1
1/y2/p4	1
10	125
10%	1
10-1	1
10/10	1
10/11	1
100	5
100%	118
100%?	1
1000	1
10000	1
10000%	1
101	1
105	2
10:	12
10=1+7+1+1	1
10=1+7+2?	1
10=1+8+1	1
10=1-2+4+7	1
10=10+10+2	1
10=3+6+1?	1
10am	1
10k	1
10s	1
10th	1
10x	1
11	116
11:	8
11=-1+3+1+8	1
11=1+8+2	1
11=2+2+1+6	1
11=3+5+3	1
11=4+3+4	1
11=8+1+2	1
12	165
12)	1
12/25:	1
123	13
1234	4
12345	1
1234s	1
1235	2
123y	1
124	6
1245	2
125	51
125k	1
12:	9
12;	1
12=1+6+1+4	1
12b	1
13	88
13)	2
13+	1
134	8
1345	3
135	2
13:	12
13;	1
13=2+2+1+8	1
13[f]	1
13s	1
14	94
145	3
14:	8
14;	1
14=4+1+9	1
15	126
15/kt	1
150	2
153	1
157	1
15:	12
15>dis	1
15[f]	1
15[kt]	1
15s	5
16	66
16:	5
16[f]	1
17	66
17).	1
17:	13
17[cm]	1
18	64
18)	2
18:	13
18=7+8+3	1
19	58
19)	3
19:	10
19head	1
1:	14
1:1	2
1:1?	2
1=-1+0+0+2	1
1=-2-1+1+3	1
1=1+8+1+4	1
1=2+4+4+3	1
1>	2
1>>	1
1>>>???	1
1?)	1
1[cm]	9
1]	1
1a	5
1away	1
1b	203
1b/1m	1
1b/2m	2
1b/5m	1
1b/i2	1
1b/i4	1
1b?possibly	1
1be	4
1bp2	1
1byr	1
1ce	9
1cm	8
1db	1
1f1[cm]	3
1g	181
1g/1m	1
1g/2g	1
1g2	1
1g>	1
1g>>	1
1g>>>	1
1gbt	1
1ge	2
1gm	1
1go	2
1i	55
1i/3r	1
1ie	2
1ik	1
1ir	1
1k	26
1kiw	1
1l	2
1m	117
1m/1g/2g	1
1m/2g	1
1m/2y	2
1m2	1
1m2r2	1
1mc	1
1mm	2
1mr4	1
1n	29
1n/1m	1
1n/4m	1
1o	29
1ob	1
1oc	1
1ocm	4
1ocm:	1
1or	1
1oy	3
1p	77
1p/1m	1
1p/5p/sp	1
1p2	1
1pm	1
1po	1
1pp	7
1r	178
1r/1g	2
1r/4y/2g/2b/1p/1a	1
1r2	1
1re	1
1rg	1
1rm	2
1ro	1
1ryb	1
1s	536
1s)	1
1s..maybe	1
1s/g	1
1s5	1
1s54	1
1s>?	1
1s?>>>	1
1save	3
1st	8
1t	14
1tgr	1
1turn	1
1u	1
1w	26
1we	2
1x	1
1y	150
1y--	1
1y/	1
1ybg	1
1ybp	1
1yrgb	1
1}	3
1}+1	1
2	13791
2!gr	1
2!i	2
2!o	1
2'd	1
2's	22
2's?	1
2(+3??)	1
2(3)	1
2(3)4	1
2(4)	1
2(?)	1
2)	28
2))	3
2):	1
2*r2	1
2*r3	1
2*y4+y5	1
2+	4
2+0+1	2
2+0+1+5	1
2+0+1?	1
2+0+2	3
2+0+3	1
2+0+4	1
2+0+5	1
2+1+0	2
2+1+1	1
2+1+3	1
2+1+4	4
2+1+6	1
2+1+8	1
2+1+8?	1
2+11+2	1
2+2+0	1
2+2+1	4
2+2+2	2
2+2+3	2
2+2+4	1
2+2+6	1
2+2+7	1
2+2+7+2	1
2+3	4
2+3+1	1
2+3+3	1
2+3+4	2
2+3+6	1
2+3+7	1
2+3+8	2
2+3?	1
2+4	1
2+4+0	2
2+4+0?	1
2+4+1	5
2+4+1?	1
2+4+4	2
2+5+1	1
2+5+3	1
2+5+4	1
2+5+8	1
2+7+1	3
2+7+2+2	1
2+7+3	1
2+8+1	2
2+8+4	1
2+bp	1
2+{1	1
2-3	2
2-5......................	1
2->	2
2-away	3
2-for-1	7
2-for-1...	1
2-for-1?	1
2-from-playable	1
2-order	1
2-save	11
2-saved	2
2...hmm	1
2...is	1
2..or	1
2.3	1
2/1	5
2/18	1
2/1c	3
2/1r	2
2/22	1
2/2c	1
2/2r	4
2/3	310
2/3/4	15
2/3/4/5	2
2/3/4?	2
2/3/4b	1
2/3/4k	2
2/3/5	1
2/3/c4	1
2/3/k4	1
2/3/m3	1
2/3/o4	2
2/3?	5
2/3b	4
2/3c	2
2/3g	2
2/3p	1
2/3r	5
2/3rds	1
2/3y	3
2/4	46
2/4?	7
2/4??	1
2/4g	1
2/4p	1
2/5	52
2/5/1/color	1
2/5?	4
2/5??	1
2/5?important?	1
2/5a	12
2/5b	1
2/5b:	1
2/6	1
2/b	3
2/blue	1
2/deck	1
2/g	4
2/g5	1
2/g;	1
2/i	6
2/i1	1
2/i3	2
2/k?	1
2/m3	1
2/o	2
2/o1	1
2/o3	1
2/p	4
2/pinklie	1
2/r	1
2/t	1
2/y3	1
20	69
20%	2
200%	3
2000+	1
2020	6
2021	1
20:	10
21	67
21)	1
210	1
213	1
21:	7
22	54
22)	1
22:	10
23	1772
23!c2	1
23&24	1
23((4))	1
23(1)	1
23(4)5	1
23(not	1
23/25	1
234	274
234/kt	1
2345	136
2345y	1
234>?	1
234k	1
234m	1
235	70
235((4))	1
235m	1
23:	7
23b	1
23g	3
23k4	1
23m	1
23n4i	1
23o	1
23r	3
23s	1
23sn	1
23t	1
23y	1
24	360
24)	1
245	88
24:	3
24b	1
24dupe	1
24m3	1
24p	1
24r	1
24r3o	1
24y	1
25	466
25!y	1
25%	2
25(diff)	1
25)	3
25/	1
253	2
254	2
25:	9
25;	1
25b3	2
25g3	1
25mm	1
25n	1
25r3	1
26	62
26:	9
27	54
27/28	1
27:	6
28	59
28)	1
28:	4
29	48
29:	10
29s	1
2:	8
2;	5
2=-1-1+1+3	1
2=3-3+3-1	1
2=8+1+5	1
2=>	1
2>	2
2?)	4
2?3	1
2?>	1
2[!p]	1
2[f]	1
2a	13
2a---	1
2a/g/b	1
2b	436
2b)	1
2b/1m	1
2b/1r	1
2b/2m	3
2b/2m?	1
2b/2y	2
2b/5b	1
2b/black	1
2b/m	2
2b/m5	1
2b/playable	1
2b/r	1
2b/r/y	1
2b/y	1
2b2---	1
2b>>>	2
2ba	1
2bak	1
2be	13
2bg	4
2bgy	1
2bi	3
2bm	1
2bmi	1
2bo	1
2bp	1
2bpy	1
2br	2
2by4(gy3)	1
2byp	1
2c	5
2cm	1
2do	1
2e	5
2for1	1
2g	385
2g/1	1
2g/2m	1
2g/2o	1
2g/3b	1
2g/3prism?	1
2g/4y	1
2g/b	2
2g/i1	1
2g/m	1
2g/m2	1
2g/o1	1
2g2---	1
2g2---?	1
2g3---	1
2g3----	1
2g4---?	1
2g5	1
2g?5m?	1
2gb	1
2ge	4
2ge>>	1
2gi	2
2gir	1
2gm	1
2go	1
2gr	4
2gri	1
2i	115
2i/1y	1
2i2	1
2i;	1
2ib	2
2ie	2
2ik	1
2im	1
2ish	1
2iw	1
2iyg	1
2k	67
2k/1w	1
2k/r	1
2k/w	1
2k20	1
2km	1
2kp	1
2l	4
2m	199
2m/3g	1
2m/3y/1y	1
2m/4m/5m	1
2m/g	1
2m3---?	1
2m3m4m	1
2m=>	1
2mc	1
2me	2
2mg1	1
2mi	1
2mm	1
2mo	1
2n	49
2n4	1
2nd	35
2ndg4	1
2ne	3
2o	54
2o5	1
2ogt	1
2oi	2
2op3	1
2or	1
2oyb	1
2p	187
2p/3r/3y	1
2p/4p	1
2p/b	1
2p/r...	1
2p>>	1
2pb	1
2pink	1
2player	1
2pm	1
2pp	173
2pp/2i	1
2pp:	2
2pp;	1
2prism	1
2promise	1
2r	375
2r->	1
2r/1o	1
2r/2k	1
2r/2m	1
2r/5r	1
2r/g	2
2r/g/b/n/i	1
2r/g/o	1
2r/m	3
2r/w	1
2r34any5	1
2r3p34	1
2r>>	1
2rb	2
2rg	3
2ri	2
2rik	1
2rm	1
2ro	1
2rp3	1
2rw	1
2ry	1
2s	300
2s)	2
2s/3s	1
2s/3s?	1
2s/4s	1
2s/crits	1
2s/p	1
2save	46
2save:	1
2saves	1
2smert	1
2t	33
2t4	1
2tm	1
2tv	1
2u	2
2v	1
2w	72
2w/2k	1
2w4---?	1
2we	3
2wm	1
2x	28
2xg2?>	1
2xg4	1
2xnocm	1
2xr4	3
2xy4	1
2y	321
2y/1c	1
2y/2m	1
2y/m	1
2y3	1
2y3s>	3
2yb	2
2ygi	1
2ygp	1
2ymb	1
2yo	1
2yr	1
2yrgw	1
2yw	1
2}	2
2}+1+4	1
2}+3	1
2}+{0	3
2~~	1
2×	1
3	14969
3!bg	1
3!g	1
3!i	2
3!match	1
3!y	2
3'd	1
3's	16
3's)	1
3's?	1
3(1)	1
3(2)	1
3(24)	1
3(4)	2
3(5?)	1
3)	18
3*(4/30ish)	1
3+	1
3+!g	1
3+0+1	1
3+0+2	1
3+0+4	1
3+0+4?	1
3+0+7	2
3+1(!!)+0	1
3+1+0	1
3+1+1	1
3+1+2	1
3+1+3	2
3+1+4	1
3+1+4?	1
3+1+5	2
3+1+6	1
3+1+6=10	1
3+2+0	1
3+2+1	5
3+2+1?	1
3+2+2	1
3+2+3	9
3+2+3?	1
3+2+5	3
3+2+7	2
3+3+2	1
3+3+4	1
3+3+6	1
3+4	3
3+4+1	2
3+4+3	2
3+4+5	1
3+4+8	2
3+5+1	3
3+5+3	1
3+5+4	1
3+5+6	1
3+6+2	2
3+6+4	1
3+7+0	1
3+7+1	1
3+7+3	1
3+7+7???	1
3+8+0	1
3+8+3	2
3+8+4	1
3+8+6	2
3+8+6?	1
3+8+8	1
3+8?+?	1
3+?+3?	1
3+p?	1
3-5	1
3-away	1
3-bluff	25
3-bluff)	1
3-bluff...that	1
3-bluff?	1
3-bluffed	2
3-bluffs	1
3-for-1	6
3-for-1.	1
3.4	2
3.5	1
3/	1
3/1	1
3/10	1
3/13	1
3/1r	1
3/2?	1
3/2c	3
3/4	150
3/4/5	5
3/4/5?	1
3/4/kt	2
3/4/n5	1
3/4?	21
3/4g	2
3/4k	4
3/4p	1
3/4r	2
3/4y	1
3/5	9
3/5)	1
3/50	1
3/5?	1
3/5g	1
3/6	1
3/any	1
3/b	1
3/g	1
3/g;	1
3/i	3
3/i2	1
3/i4?	1
3/i?	1
3/m	1
3/m2	1
3/p	1
3/p4	1
3/pink/trash	1
3/r	4
3/t	1
3/x	1
3/y	2
30	50
30%	1
30)	1
30/11)	1
300	2
30:	4
30s	1
31	36
31/32	1
315	1
31:	6
32	54
32)	3
321	5
32:	8
33	49
33%	2
33)	1
3333333	1
33:	3
34	1156
34(2)	2
34(?)	1
34)	1
34/n5	1
343	1
345	355
345/p3?	1
34:	8
34b	2
34g	3
34k	1
34kt	1
34m	1
34n	1
35	300
35)	1
35:	6
36	24
36:	6
36:did	1
37	28
37:	3
38	25
38:	5
39	22
39:	7
39[f]	1
3:	10
3=1+2-3+3	1
3=1+3-4+3	1
3=1-1+3	1
3=2+1+-1+1	1
3=3+4+8+1	1
3=3-4+3+1	1
3>	1
3?	1
3?+1?+1	1
3?\\	1
3?i	1
3[!bgtr]b[3]	1
3[!i]	1
3\\	1
3]	8
3][must	1
3a	10
3ag	1
3ai	2
3am	1
3b	422
3b)	1
3b/3i	1
3b/3m	1
3b/g?	1
3b/m	1
3b/r	2
3b/y	1
3b/y5?	1
3b>>	1
3b>>>	1
3be	7
3bg	2
3bi	1
3bko	1
3blfuf	1
3bluff	28
3bluff....but	1
3bluffed	2
3bluffs	3
3bm	1
3bo	1
3br	1
3by	1
3c	4
3ce	1
3d	7
3db	1
3e	8
3f	1
3g	419
3g/2b/2m	1
3g/2r/i1	1
3g/3-bluff	1
3g/3b	2
3g/3b...	1
3g/3b/i1	1
3g/3i	1
3g/3p	1
3g/4r	1
3g/a	2
3g/b	1
3g/prism	1
3g/r	1
3g/y	1
3gb	4
3gbk	1
3ge	7
3gi	1
3gm	1
3gpt	1
3gr	1
3gray	1
3gy	1
3gyb	1
3head	1
3i	110
3i/b	1
3i/g/r	1
3i/r	1
3ia	1
3ib	4
3ie	2
3ig	3
3igr	1
3im	1
3io	1
3ish	4
3iy	2
3k	57
3k/b/y	1
3k/r	2
3k/w/o	1
3k?2w?	1
3kw	1
3l	10
3lo	1
3m	167
3m/1b	1
3mg	1
3n	43
3n/1n	1
3n/4n	1
3n?3o?	1
3nd	1
3o	37
3o5	1
3og	1
3oi	1
3om	2
3p	177
3p/3b	1
3p/3r?	1
3p/b	1
3p/g	1
3p/r	1
3pb	1
3pe	2
3pink	1
3plz	1
3pp	86
3pp-	1
3prism	1
3prism/p	1
3r	344
3r/2m	1
3r/2r...	1
3r/3i	1
3r/b	1
3r/b/y	1
3r/g	2
3r/i5	1
3r/m	1
3r/y	3
3r/y/g/rainbow	2
3rb	2
3rbp	1
3rd	15
3re	6
3rg	3
3rgt	1
3ri	3
3rig	1
3rio	1
3ro	1
3rp	4
3ry	2
3ryb	1
3s	310
3s)	1
3s+5	1
3s/2s	1
3s/bs	1
3s/n	1
3s1	1
3save	4
3sd	1
3shadow	1
3sn	1
3suits	1
3t	28
3t--	1
3t/i	1
3te	3
3u	4
3w	85
3we	3
3x	2
3y	290
3y----	1
3y/4y	2
3y/c1	1
3y/g	1
3y/o2...	1
3y/p/rainbow	1
3y/r	1
3y/rainbow	1
3y/unplayable	1
3yb	6
3ye	3
3yg	1
3ygi	1
3ygr	1
3yi	2
3yk	1
3ym	1
3yo	1
3ypi	1
3yr	1
3yrb	1
3}	2
3}+1+{4	1
3}+2	1
3}+4	1
3}+4+7	1
3}+7+5	1
3}+?+{1	1
3}+{3	2
4	14123
4!d	1
4!m	1
4!n3	1
4'	1
4's	25
4's!!	1
4's!!!!	1
4's??	1
4(3)	1
4(5)	1
4)	27
4)?	1
4*	1
4*5	1
4+	1
4+0+1	4
4+0+2	1
4+0+3	1
4+0+5	1
4+1+0	2
4+1+0?	1
4+1+1	2
4+1+1?	2
4+1+2	2
4+1+2-3	1
4+1+3	2
4+1+4	3
4+1+7	2
4+1+7?	1
4+1+8	3
4+1-1+1	1
4+1-3+5	1
4+2+0?	1
4+2+0??	1
4+2+1+7	1
4+2+2	1
4+2+3	1
4+3+1	3
4+3+1?	1
4+3+2	2
4+3+4	3
4+3+5	1
4+3+6	2
4+4+1	1
4+4+1?	1
4+4+3	3
4+4+4	1
4+4+6	2
4+4+7	1
4+4+7?	1
4+4+8	1
4+5+2	1
4+5+7	1
4+6+3	1
4+6+7	1
4+6-3+4?	1
4+7+1	1
4+7+2	2
4+7+5	1
4+7+8	1
4+8+0	1
4+8+1	2
4+8+1=4	1
4+8+3	1
4+8+3?	2
4+8+5=9?	1
4+?+5	1
4+?+?	1
4----?	1
4--->	1
4-->	2
4-1+1+2	1
4-3	1
4-5/20	1
4->	2
4-away	2
4-bluff	1
4-charm	2
4-for-1!	1
4-for-1+bomb:	1
4-ish	1
4...*	1
4..[r4]	1
4.0!	1
4/11	1
4/17:	1
4/20	1
4/3	1
4/4	1
4/5	47
4/5....:bomb:	1
4/5?	4
4/5g	1
4/6	1
4/7	1
4/b1	1
4/g	1
4/i	2
4/i2	4
4/i3	1
4/kt	1
4/o	1
4/p	1
4/piper	1
4/r	1
4/trash	1
4/u5	1
4/y	2
40	14
40%	1
40:	3
41	24
41:	2
42	29
420	5
42:	5
43	36
431	1
432	1
43:	3
44	13
44:	3
45	870
45/u	1
45:	6
45mr1	1
45r	2
45y	3
45ygb	1
46	15
46:	2
47	7
47:	3
48	8
48:	2
49	7
49:	2
4:	13
4;	2
4;;	1
4=0+1+3	1
4=1+5+7+3	1
4=4+1+0-1	1
4=4+8+1.	1
4=4+8+1?	1
4>	2
4>y	1
4?)	4
4?2?3?	1
4?>	1
4?could	1
4]	34
4][3]	1
4a	13
4a/kt	1
4ag	1
4agrm	1
4aria	1
4b	312
4b/4i	1
4b/4y	1
4b/4y?	1
4b/5	1
4b/a	1
4b/i	1
4b/m	1
4b/o3	1
4b/r	2
4b/r/y	1
4b/w	1
4b>>>>>>>>	1
4bd	1
4be	10
4bg	1
4bi	2
4bluff	2
4bp	2
4br	1
4bt	1
4by	1
4byri	1
4c	7
4ce^^;;	1
4charm	11
4ci	1
4cm	1
4d	3
4db	130
4db)	2
4db/charm	1
4db/charm/p	1
4dbe	1
4dbs	1
4dhb	1
4e	2
4ens	1
4fix	1
4focus	1
4g	299
4g)	1
4g/3i	1
4g/3n	1
4g/b	2
4g/m	1
4g/p/a	1
4g/p:	1
4g/y	1
4gb	7
4gc	1
4ge	15
4gi	2
4giby	1
4gm	1
4go	2
4gob	1
4gp	1
4gri	1
4gw	2
4gy	1
4head	60
4head's	4
4i	95
4i/b	1
4i/kt	1
4i/r	1
4i/y/r	1
4ib	5
4ie	1
4igp	1
4ik	1
4ikg	1
4io	1
4irb	1
4ish	2
4iyb	1
4k	40
4k---	1
4k/m3	1
4k/w	1
4k=>	1
4kw	1
4l	3
4lo	1
4lt	1
4m	145
4m/5g	2
4m4r	1
4mb	1
4me	3
4mg	2
4mm	1
4mo	1
4my	1
4n	31
4o	24
4oe	2
4og	1
4oi	1
4ol	1
4olc	1
4olcd	1
4om	2
4otd	1
4oticd	1
4ow	1
4oy	1
4p	136
4p)	1
4p/4y	1
4pb	1
4pm	1
4pos	1
4pp	68
4pp:	1
4prism	1
4prism/b	1
4pt	1
4q	2
4r	305
4r/1i	1
4r/3b	1
4r/4p	1
4r/4y	1
4r/5i	1
4r/5y	1
4r/b	2
4r/g	3
4r/m	1
4r/y	2
4r>	1
4rb	4
4rbg	1
4rbi	2
4rby	1
4rbyi	1
4rd	1
4re	5
4rg	6
4rga	1
4rgb	1
4ri	2
4rm	1
4ro	2
4ry	4
4rygk	1
4s	279
4s/green	1
4save	7
4t	21
4tf	1
4tg	1
4th	4
4u	1
4v	1
4w	78
4w/4g	1
4w/g	1
4we	3
4wgb	1
4wgi	1
4wi	2
4y	229
4y/1m	1
4y/4g	1
4y/4m	1
4y/4p	1
4y/dupe	1
4y/g	2
4y/i	2
4y/m2	1
4y/r/b	1
4y>	1
4ye	5
4yg	1
4ygb	1
4ygi	1
4yi	2
4yip	1
4yr	2
4}	2
4}+0+?	1
4}+1+{4	1
4}+4+8	1
4}+6+{2	1
4}+{1	1
4}+{2	1
4}+{3	1
4}+{4	1
4}=11	1
4？5？	1
5	20456
5!b	1
5!p	1
5!r	2
5!y	2
5%	2
5's	17
5's?	2
5(4)	2
5(4)((3))	1
5(?)	1
5(ce)	2
5)	17
5).	1
5)?	1
5+0+1	1
5+0+2	1
5+0+6	1
5+1+1	2
5+1+4	1
5+1+5	1
5+1+7	1
5+11+2	1
5+2+1	1
5+3+1	1
5+4+1	1
5+4+8	1
5+6+?	1
5+7+1	1
5+7+3	1
5-	1
5-->	3
5-2+5+1	1
5->	2
5->?	1
5-double	1
5-double-pull	1
5-for-1	2
5-ish	2
5-pull	33
5-pull?	5
5-pulled	4
5-pulled;	1
5-pulled?	1
5-pulling	1
5-pulls	2
5-save	11
5-save?	1
5-stall	78
5-stall?	3
5-stallable	1
5-stalled	1
5-stalls	3
5....?\	1
5....must	1
5...;;	1
5...?)	1
5.fuck.	1
5/	3
5/2	3
5/2/r3;	1
5/3	1
5/3i	1
5/4	1
5/4r/3p	1
5/any3	1
5/b	1
5/g3/p3	1
5/gray	1
5/i	10
5/i2	1
5/i3	2
5/i4	3
5/k	1
5/kt	1
5/m4?	1
5/maybe	1
5/o	6
5/o345	1
5/o4	1
5/om	1
5/omni	3
5/pink	1
5/u3/2/3	1
5/x	1
5/y	1
5/y3:	1
50	17
50%	8
50-50	5
50/50	11
50/50?	1
50:	3
51	4
510	1
51:	2
52	20
52(g)	1
52(g3)	1
52:	1
52;	1
52g3	1
52g4	1
52y4b2	1
53	11
534	1
53o	1
53xx5x	1
54	11
54:	2
55	4
55->	1
55:	1
56	5
56:	2
57	5
57%	1
58	1
59	2
5:	17
5;	10
5;;;;;;^^	1
5=0+3+3-1	1
5=1+3-1+2	1
5=2+0+2+1	2
5=3+4+4+6	1
5=3+8+3	1
5=4+1-1+1	1
5=4+3+5+5	1
5=6+3+5+3	1
5=7+1+1+8	1
5>	2
5?>>>	1
5[cm]	432
5[cm]?	2
5[cm]??????	1
5]	68
5])	1
5][5]	1
5^^	1
5a	1
5b	145
5b/3m	1
5b/4b	2
5b/5g	1
5b/g	1
5b/i/m	1
5b/m	1
5b:	1
5be	2
5ce	552
5ce'd	3
5ce'ed	1
5ce)	3
5ce/bluff	1
5ced	1
5ceing	1
5ces	4
5clue	1
5cm	1410
5cm'd	7
5cm'd?	1
5cm)	1
5cm...)	1
5cm/r4	1
5cm;	1
5cm?)	1
5cm^^?	1
5cmed	1
5cmlol	1
5cms	3
5d	1
5db	13
5double	1
5dp	29
5dpull	1
5e	4
5ec	3
5f	1
5g	157
5g/4m	1
5g/b	1
5g/r	3
5g/w	1
5g4	1
5gb	4
5gi	2
5gm	1
5go	1
5gw	1
5head	2
5i	69
5i/2r	1
5ig	1
5igb	1
5im	1
5ip	1
5ir	1
5ish	22
5iy	1
5k	28
5k)	1
5k/3y	2
5k/i4	1
5km	1
5krg	1
5l	2
5lb	1
5m	91
5m/b	1
5m>>?	1
5mc	1
5mm	1
5n	47
5n/5i	1
5nd	71
5nd'd	1
5nd6	1
5nd:	1
5nds	1
5ne	1
5o	30
5o/g	1
5o:	1
5p	83
5p/o/m	1
5pink	1
5pp	363
5pp'd	2
5pp:	2
5pp;	1
5pull	98
5pull/stall	1
5pulled	3
5pulling	1
5pulls	3
5r	128
5r!?)	1
5r---	2
5r/i	1
5r/m	1
5r/prism	2
5r/y	1
5r34	1
5r34g4	1
5r3b3t4	1
5r3g4	1
5r4	1
5r:	1
5r=>	1
5rai	1
5rb	2
5rbi	1
5rg	2
5rgp	2
5rog	1
5rp	1
5ry	2
5s	201
5s)	1
5s+3s?	1
5s-->	1
5s->	1
5s>	2
5s>>>	2
5save	27
5saved	2
5saves	2
5sb	1
5staaaaaaaaall	1
5stall	36
5stall'd	1
5stallman	2
5stalls	1
5stsll	1
5t	5
5th	1
5ty	1
5u	7
5v	1
5w	19
5w/u25	1
5x	1
5y	121
5y/5o	1
5y/b	2
5y/i2	1
5y/r	1
5y3	1
5ybp	1
5ydi	1
5ye	2
5ye---	1
5yg	1
5yi	1
5yk	1
5ym	1
5yo	1
5yp	3
5yr	1
5}	2
6	192
6+0+1	2
6+0+1+?	1
6+1+3	1
6+1+8	1
6+2+2	2
6+3+1	1
6+3+1?	2
6+3+2	1
6+3+3	1
6+3+4	1
6+3+5+3	1
6+3+7?	1
6+3+8	1
6+4+1	3
6+4+4	1
6+6+1?	1
6+7+4	1
6+8+1	1
6/19:	1
6/26	1
6/26/5	1
6/28	1
6/30	1
6/33	1
6/50	1
60:	1
62	2
63	5
63:	1
64	5
65	2
66	2
66%	1
66:	1
67%	1
68	1
6:	9
6=-1+3+4	1
6=-3+4+3+2	1
6=1+2+2+1	1
6=2+1+3	2
6=8+1+6	1
6cs	1
6p	3
6th	1
6}	2
